CZ,Horizon,InputHist,InputMete,InputNWP,InputST,ModClass,Reference,ResMin,SS,TestLength,TrainLength,Type,Year
C,1440,0,1,1,0,Hybrid,SP,60,26.1538461538462,365,365,Sources,2015
B,60,0,0,0,0,ImageBased,Persistence,60,4,345,345,Sources,2019
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,27,184,181,PV,2018
C,60,1,0,0,0,ML,Persistence,60,11.8904291158116,731,730,Sources,2019
C,2880,0,1,1,0,Hybrid,SP,60,27.3381294964029,365,365,Sources,2015
C,1440,1,1,1,0,ML,Persistence,60,29.55,183,0,PV,2017
N,60,1,1,0,1,Reg,SP,60,16.535,350,700,Sources,2015
C,180,1,0,0,0,TS,Persistence,60,30,365,0,PV,2017
B,240,0,1,1,0,Ens,Persistence,15,27.06,731,0,Sources,2019
C,60,1,1,0,0,ML,SP,60,22.0916429249763,730,2922,Sources,2021
B,60,1,1,0,0,ML,SP,60,6.387,350,700,Sources,2015
C,60,1,1,0,1,Hybrid,SP,60,23.8147411917545,254,1460,Sources,2021
B,1440,1,1,1,0,ML,SP,60,63.14,365,365,PV,2021
A,300,1,0,1,0,ML,SP,60,34.4,365,366,Sources,2016
C,1440,0,0,1,1,ML,Persistence,60,53.8,365,2556,Sources,2018
C,45,1,0,1,0,TS,SP,15,13.83,365,853,PV,2021
D,1440,1,0,0,0,ML,Persistence,360,35.8,183,365,Sources,2017
B,1440,1,0,0,0,ML,Persistence,60,4.90656884099507,30,365,Sources,2021
B,1440,1,1,0,0,Reg,Persistence,60,33.5,365,1096,Sources,2017
C,2880,1,0,1,1,TS,Persistence,60,27.7,365,365,PV,2019
B,60,1,1,0,1,Reg,SP,60,3.791,350,700,Sources,2015
D,1440,1,1,0,0,ML,Persistence,60,68.96,365,3652,Sources,2019
C,20,1,0,0,0,ImageBased,SP,5,15.9,366,730,Sources,2021
A,60,1,0,0,0,ML,Persistence,60,25.7,183,365,Sources,2017
C,105,1,0,1,0,ML,SP,15,13.2,365,853,PV,2021
C,30,1,0,0,0,ImageBased,Persistence,5,28.5,165,231,Sources,2019
C,240,1,1,1,0,ImageBased,SP,1,1,730,730,Sources,2020
C,15,1,1,0,1,ImageBased,Persistence,1,31,29,183,PV,2021
C,720,1,1,1,0,ImageBased,Persistence,15,38,365,0,PV,2021
D,1440,1,1,1,0,ML,Persistence,60,41,365,366,PV,2016
C,60,1,0,0,0,ML,Persistence,60,15.4700854700855,73,292,Sources,2019
N,300,1,0,0,0,ML,Persistence,60,48.962962962963,73,292,Sources,2018
C,180,1,1,0,0,TS,Persistence,60,60.4773462783172,365,366,Sources,2015
C,240,0,0,0,0,ImageBased,SP,60,18.6,365,1675,Sources,2018
E,60,1,1,0,0,Ens,Persistence,60,16,365,183,Sources,2019
C,60,1,1,0,1,Reg,SP,60,12.389,350,700,Sources,2015
C,180,0,1,0,0,ML,SP,60,13.3,365,1827,Sources,2021
C,60,1,0,0,0,ML,Persistence,60,-7.97628671517112,731,730,Sources,2019
B,60,1,1,0,1,Hybrid,SP,60,36.8452674389943,90,1460,Sources,2021
C,120,1,1,0,1,Reg,SP,60,7.423,350,700,Sources,2015
C,60,1,1,0,0,Ens_Hyb,SP,60,35.7142857142857,730,2922,Sources,2021
N,180,1,1,0,1,Reg,SP,60,36.84,350,700,Sources,2015
N,180,1,0,0,0,ML,Persistence,60,42.3844537815126,73,292,Sources,2018
C,5,1,0,0,0,ML,SP,5,8.4,109.770833333333,154.1875,Sources,2018
C,35,1,1,0,0,ML,SP,5,12.2,146,183,Sources,2015
C,300,0,0,0,0,ImageBased,SP,60,20.1,365,1675,Sources,2018
C,60,1,1,0,1,Reg,SP,60,3.512,350,700,Sources,2015
C,240,0,1,0,0,ML,SP,60,37.52679528403,219,876,Sources,2018
C,45,1,0,0,0,ML,SP,5,11.5,91,183,Sources,2015
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,24,184,181,PV,2018
C,60,1,1,0,1,Reg,SP,60,3.075,350,700,Sources,2015
C,1020,1,1,1,1,TS,Persistence,60,66,90,180,Sources,2021
C,1440,1,0,0,0,TS,Persistence,60,23,365,0,PV,2018
C,1440,1,1,0,0,ML,Persistence,60,34.62,365,3653,Sources,2019
B,120,1,1,0,1,Reg,SP,60,3.495,350,700,Sources,2015
C,300,0,0,0,0,ImageBased,SP,60,22.5,365,1675,Sources,2018
C,60,1,1,0,0,ML,SP,60,6.5356113627007,730,2922,Sources,2021
D,30,1,1,0,0,ML,SP,10,-43.86,731,1096,Sources,2020
C,5,1,0,0,0,ImageBased,SP,0.166666666666667,19,365,0,PV,2019
C,120,1,1,0,0,ML,SP,60,6.634,350,700,Sources,2015
C,180,1,0,0,0,ML,Persistence,60,40.154896298241,219,876,Sources,2018
C,180,1,1,0,1,Reg,SP,60,6.137,350,700,Sources,2015
E,60,1,0,0,0,ML,Persistence,60,-16.3,183,365,Sources,2017
E,1440,0,0,1,1,ML,Persistence,60,40.8,365,2556,Sources,2018
C,120,1,1,0,1,Reg,SP,60,14.641,350,700,Sources,2015
C,60,1,1,1,1,TS,Persistence,60,62,90,180,Sources,2021
A,60,1,1,0,0,Ens,Persistence,60,40,365,183,Sources,2019
C,1,1,0,0,0,ImageBased,Persistence,1,11.5295031055901,18,72,PV,2018
D,20,0,0,0,0,ImageBased,SP,10,25.47,731,1096,Sources,2020
B,1440,1,0,0,0,ML,Persistence,60,39.4245099163132,30,365,Sources,2021
D,50,0,0,0,0,ImageBased,SP,10,32.41,731,1096,Sources,2020
C,2880,1,0,1,1,TS,Persistence,60,16.2,365,365,PV,2019
D,90,1,0,0,1,ML,SP,30,12.92,365,365,Sources,2018
C,240,1,0,0,0,ML,Persistence,60,45.0073301840691,219,876,Sources,2018
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,35,184,181,PV,2018
C,60,1,1,0,0,ML,SP,60,1.222,350,700,Sources,2015
C,60,1,1,0,1,Reg,SP,60,1.186,350,700,Sources,2015
D,15,1,0,0,0,ML,Persistence,15,-2.3,183,365,Sources,2017
C,180,1,1,0,0,Reg,SP,60,18.458,350,700,Sources,2015
B,180,0,1,1,0,ML,SP,60,26.27,91,274,Sources,2016
D,60,1,0,0,0,ML,Persistence,60,45.21,31,730,Sources,2019
C,240,0,0,0,0,ImageBased,SP,60,23.9,365,1675,Sources,2018
C,1440,0,1,0,0,ML,Persistence,60,49.54,365,2556,Sources,2019
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,25,184,181,PV,2018
C,180,1,1,0,0,TS,Persistence,60,63.6397469296613,877,3506,Sources,2018
D,1440,1,1,1,0,ML,Persistence,60,43,366,365,PV,2016
C,180,1,1,0,0,TS,SP,60,13.35,365,366,Sources,2015
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,25,184,181,PV,2018
C,120,1,1,0,0,ML,SP,60,5.769,350,700,Sources,2015
A,1440,1,0,0,0,ML,Persistence,360,10.8,183,365,Sources,2017
C,60,0,1,0,0,ML,SP,60,22.2702702702703,219,876,Sources,2018
C,300,1,1,0,0,ImageBased,SP,15,35.8,181,731,Sources,2021
C,60,1,1,0,0,ML,SP,60,30.8368582566144,730,2922,Sources,2021
N,240,1,0,0,0,ML,Persistence,60,51.8656138721164,73,292,Sources,2018
C,1440,1,0,1,1,ML,Persistence,60,0.8,365,365,PV,2014
B,60,1,1,0,0,Ens,Persistence,60,35,365,183,Sources,2019
C,120,0,0,0,0,ImageBased,SP,60,16.4,365,1675,Sources,2018
C,120,1,1,0,0,Reg,SP,60,4.421,350,700,Sources,2015
C,180,1,0,0,0,TS,SP,15,17.5,365,365,PV,2017
D,60,1,0,0,0,ML,Persistence,60,35.02,31,730,Sources,2019
D,60,1,1,0,0,Ens,SP,60,28.7,28,64,Sources,2018
N,60,1,0,0,0,ImageBased,Persistence,60,-30.1,183,365,Sources,2017
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,36,184,181,PV,2018
D,60,1,0,0,0,ML,Persistence,60,32.13,31,730,Sources,2019
B,60,1,1,0,0,Hybrid,PerClim,60,43.11,366,1461,Sources,2021
C,60,1,0,1,0,TS,SP,15,18.14,365,853,PV,2021
A,75,1,1,0,0,Ens,SP,15,18.14,274,548,Sources,2020
B,60,1,1,0,0,ML,SP,60,22.9962110171962,730,2922,Sources,2021
B,60,1,1,0,0,ML,PerClim,60,14.75,366,1095,Sources,2021
D,120,1,0,0,0,TS,SP,30,8.73,365,365,Sources,2018
B,180,1,1,0,0,ML,SP,60,17.172,350,700,Sources,2015
D,120,1,0,1,0,ML,Persistence,60,46,365,365,Sources,2016
E,60,1,0,0,0,ML,Persistence,60,-23.8,183,365,Sources,2017
C,360,1,1,1,0,Ens,SP,15,17.17,730,730,Sources,2020
C,120,1,1,0,0,ML,SP,60,6.232,350,700,Sources,2015
B,60,1,1,0,0,ML,SP,60,5.656,350,700,Sources,2015
C,60,1,1,0,0,ML,SP,60,21.2144742972511,730,2922,Sources,2021
D,10,1,1,0,0,ML,Persistence,10,4.28,10,365,Sources,2021
C,120,1,1,0,1,Reg,SP,60,6.751,350,700,Sources,2015
C,2880,1,1,1,0,ImageBased,PerClim,15,29.8,365,0,PV,2021
D,1440,1,1,1,0,ML,SP,15,39,365,365,PV,2017
C,120,1,0,0,0,ML,Persistence,60,-1.63934426229508,73,292,Sources,2019
C,15,1,0,0,0,ML,Persistence,15,-90.7,183,365,Sources,2017
A,1,1,0,0,1,Reg,Persistence,1,26,13,92,Sources,2018
D,1440,1,0,1,0,NWP,Persistence,60,33.51,731,0,Sources,2019
B,1440,1,0,0,0,ML,Persistence,360,14.9,183,365,Sources,2017
E,1440,1,0,0,0,ML,Persistence,360,3.3,183,365,Sources,2017
C,120,1,1,0,0,ML,SP,60,7.54,365,366,Sources,2015
B,60,1,1,0,1,Reg,SP,60,3.516,350,700,Sources,2015
C,180,0,1,0,0,ML,SP,60,33.0233953209358,219,876,Sources,2018
A,60,1,0,0,1,TS,Persistence,60,45.775684427436,365,365,Sources,2016
B,15,1,0,0,0,ML,Persistence,15,-0.05,183,365,Sources,2017
N,180,1,0,0,0,TS,Persistence,60,47.6365546218487,73,292,Sources,2018
D,60,1,1,0,0,Ens,Persistence,60,37,365,183,Sources,2019
A,120,1,1,0,0,ML,Persistence,60,47.3015873015873,365,366,Sources,2015
C,300,1,0,0,0,ML,Persistence,60,47.9925592931329,219,876,Sources,2018
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,27,184,181,PV,2018
C,180,1,1,0,1,Reg,SP,60,7.526,350,700,Sources,2015
C,1440,0,0,1,1,ML,Persistence,60,44,365,2556,Sources,2018
C,60,1,1,0,0,ML,SP,60,4.644,350,700,Sources,2015
B,120,1,1,0,1,Reg,SP,60,17.852,350,700,Sources,2015
B,60,1,1,0,0,Ens,Persistence,60,35,365,183,Sources,2019
B,180,1,0,0,0,Reg,SP,60,20.9442958483545,365,1095,Sources,2022
C,1440,1,0,0,0,ML,Persistence,360,46.9,183,365,Sources,2017
C,240,1,0,1,0,Hybrid,Persistence,60,2.02312138728324,365,0,PV,2019
D,60,1,0,0,0,ML,Persistence,60,16.1,183,365,Sources,2017
C,120,1,0,0,0,ImageBased,SP,60,50.7,180,180,PV,2018
C,5,1,1,0,0,ImageBased,SP,1,6.2,160,479,Sources,2017
C,120,1,1,0,1,Reg,SP,60,13.532,350,700,Sources,2015
D,1440,0,0,1,1,ML,Persistence,60,53,365,2556,Sources,2018
C,25,1,0,0,0,ML,SP,5,26.2,109.770833333333,154.1875,Sources,2018
C,1800,1,0,0,0,TS,Persistence,60,31.7,365,0,PV,2017
C,180,1,1,0,1,Reg,SP,60,10.146,350,700,Sources,2015
C,2880,1,0,1,0,ML,SP,15,41.14,365,853,PV,2021
C,300,1,0,0,0,ImageBased,SP,60,65.2,180,180,PV,2018
D,50,1,1,0,0,ML,SP,10,31.25,731,1096,Sources,2020
A,60,1,0,0,1,ML,Persistence,60,4.47,365,365,Sources,2016
C,60,1,1,0,1,Reg,SP,60,6.646,350,700,Sources,2015
C,4320,1,0,1,0,ML,SP,15,38.81,365,853,PV,2021
C,360,1,0,0,0,TS,Persistence,60,43.6985507246377,219,876,Sources,2018
C,1440,0,0,1,1,ML,Persistence,60,54.5,365,2556,Sources,2018
C,60,0,0,0,0,ImageBased,SP,60,10.3,365,1675,Sources,2018
D,60,1,0,1,0,ML,Persistence,60,28,365,365,Sources,2016
C,30,1,0,0,1,TS,SP,30,14,120,184,PV,2018
B,60,1,1,0,0,ML,SP,60,28.1720973309758,730,2922,Sources,2021
C,60,1,1,0,0,Reg,SP,60,1.785,350,700,Sources,2015
C,60,0,1,0,0,ML,SP,60,4.8,365,1827,Sources,2021
D,10,1,1,0,0,ImageBased,Persistence,10,16.66,10,365,Sources,2021
C,180,1,1,0,0,ML,SP,60,29.671,350,700,Sources,2015
B,60,1,1,0,0,Ens,Persistence,60,34,365,183,Sources,2019
B,60,1,1,0,0,TS,SP,60,11.5,365,365,Sources,2020
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,32,184,181,PV,2018
C,30,1,1,0,0,Hybrid,SP,30,15.28,120,7305,Sources,2020
C,60,1,1,0,0,Ens_Hyb,SP,60,33.0502830502831,730,2922,Sources,2021
C,2880,1,0,1,1,TS,Persistence,60,24.9,365,365,PV,2019
A,60,1,0,0,0,Hybrid,SP,60,50.07,365,366,Sources,2017
B,240,1,0,0,0,ImageBased,SP,60,58.6,730,731,PV,2018
C,60,1,1,0,1,Reg,SP,60,7.65,350,700,Sources,2015
C,360,1,0,0,0,ML,Persistence,60,46.8281797896079,73,292,Sources,2019
C,180,1,1,0,1,Reg,SP,60,27.916,350,700,Sources,2015
C,300,0,0,0,0,ImageBased,SP,60,20.8,365,1675,Sources,2018
B,60,1,0,0,0,ImageBased,Persistence,60,-14.8,183,365,Sources,2017
E,60,1,1,0,0,ML,Persistence,60,7,365,183,Sources,2019
C,90,1,0,0,0,ML,SP,5,15.8,91,183,Sources,2015
B,180,1,1,0,0,ImageBased,PerClim,15,7.32,92,335,Sources,2022
C,60,1,1,0,1,Reg,SP,60,15.641,350,700,Sources,2015
B,60,1,1,0,0,ML,PerClim,60,23.73,366,1095,Sources,2021
C,60,1,1,0,0,ML,SP,60,13.85,365,5114,Sources,2020
C,360,1,1,0,1,ML,SP,15,57.2,109.5,255.5,Sources,2016
B,60,1,1,0,0,ML,SP,60,12.0477815699659,365,1095,Sources,2022
D,60,1,0,0,0,ML,Persistence,60,6.7,183,365,Sources,2017
B,1440,1,0,0,0,ML,Persistence,60,31.5342763873776,31,365,Sources,2021
C,120,0,1,0,0,ML,SP,60,8.7,365,1827,Sources,2021
N,60,1,1,0,1,Reg,SP,60,9.54,350,700,Sources,2015
D,60,1,1,0,0,ML,SP,60,14.4,28,64,Sources,2018
C,60,1,1,0,1,Reg,SP,60,12.041,350,700,Sources,2015
C,300,1,0,0,0,TS,Persistence,60,48.5636334456749,73,292,Sources,2019
C,720,1,1,1,0,ImageBased,PerClim,15,31,365,0,PV,2021
C,60,1,1,0,0,ML,Persistence,60,55.08,366,730,Sources,2021
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,33,184,181,PV,2018
B,60,1,1,0,1,Hybrid,SP,60,32.2204418697809,38,1460,Sources,2021
C,120,1,1,0,0,Reg,SP,60,3.918,350,700,Sources,2015
D,1440,1,0,1,1,Ens,Persistence,60,61,458,0,PV,2018
B,60,1,1,0,0,ML,SP,60,20.8301759703629,730,2922,Sources,2021
B,180,1,1,0,0,ML,SP,60,5.687,350,700,Sources,2015
C,2880,1,1,1,0,ImageBased,PerClim,15,31.7,365,0,PV,2021
C,720,1,1,1,0,ImageBased,PerClim,15,31.6,365,0,PV,2021
B,1440,1,0,0,0,ML,Persistence,360,-20.7,183,365,Sources,2017
N,180,1,1,0,1,Reg,SP,60,37.592,350,700,Sources,2015
N,60,1,1,0,1,Reg,SP,60,8.334,350,700,Sources,2015
B,60,1,1,0,0,ML,Persistence,60,-15,102,200,PV,2020
D,60,1,1,0,0,TS,SP,15,11.65,274,548,Sources,2020
C,75,1,1,0,0,TS,SP,15,12.65,274,548,Sources,2020
A,0.166666666666667,1,0,0,1,TS,SP,0.166666666666667,27.7,334,214,PV,2019
D,20,1,1,0,0,ML,SP,10,-7.41,731,1096,Sources,2022
C,1440,1,0,0,0,Ens_Hyb,Persistence,60,22,365,0,PV,2018
A,60,1,0,1,0,TS,SP,60,5,365,366,Sources,2016
C,60,1,1,0,0,Ens_Hyb,SP,60,29.8879864097255,730,2922,Sources,2021
C,30,1,1,0,0,Hybrid,SP,30,0.7,365,7305,Sources,2020
C,180,1,1,0,1,Reg,SP,60,15.062,350,700,Sources,2015
B,60,1,0,0,0,Reg,Persistence,60,-74.2958754036708,731,730,Sources,2019
C,1440,1,0,0,0,ML,Persistence,360,29.3,183,365,Sources,2017
C,60,1,1,0,1,Reg,SP,60,9.063,350,700,Sources,2015
D,60,1,0,0,0,ML,Persistence,60,25.05,31,730,Sources,2019
D,90,1,1,0,0,TS,SP,15,13.22,274,548,Sources,2020
B,15,1,0,0,0,ML,Persistence,15,-19.4,183,365,Sources,2017
A,300,1,1,0,0,TS,Persistence,60,54.2979635584137,365,366,Sources,2015
D,90,1,0,0,0,ImageBased,SP,15,9.35,120,0,Sources,2020
B,120,1,1,0,1,Reg,SP,60,10.495,350,700,Sources,2015
B,180,1,0,0,0,ML,Persistence,60,82.0211038961039,365,1095,Sources,2022
B,240,1,1,0,0,TS,SP,60,61,365,365,Sources,2022
B,60,1,1,0,1,Reg,SP,60,1.914,350,700,Sources,2015
B,180,1,1,0,1,Reg,SP,60,24.76,350,700,Sources,2015
D,20,0,0,0,0,ImageBased,SP,10,20.3,731,1096,Sources,2022
D,60,1,1,0,0,Reg,SP,60,19,27,64,Sources,2018
B,300,1,1,0,0,ML,SP,60,6.92579505300354,183,548,Sources,2015
C,60,1,1,0,0,ML,SP,60,13.2345225603358,730,2922,Sources,2021
C,60,1,1,0,0,TS,Persistence,60,43.2306798373039,877,3506,Sources,2018
D,60,1,0,0,0,ML,Persistence,60,31.42,30,730,Sources,2019
A,15,1,0,0,0,ML,Persistence,15,-58.9,183,365,Sources,2017
B,1440,0,0,1,1,ML,Persistence,60,46.6,365,2556,Sources,2018
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,24,184,181,PV,2018
C,2880,1,0,0,1,TS,Persistence,60,13,184,181,PV,2018
C,180,1,1,0,1,Reg,SP,60,11.479,350,700,Sources,2015
C,15,1,0,0,0,ImageBased,SP,1,14.09,20,170,PV,2019
C,240,1,0,0,0,ML,Persistence,60,32.3016777976869,219,876,Sources,2018
C,60,1,1,1,1,TS,Persistence,60,65,90,180,Sources,2021
B,1440,1,0,0,0,ML,Persistence,360,33.5,183,365,Sources,2017
A,360,1,0,1,0,TS,SP,60,21.2,365,366,Sources,2016
B,60,1,0,0,0,ML,Persistence,60,32.6,183,365,Sources,2017
C,25,1,0,0,0,ML,SP,5,20.4,109.770833333333,154.1875,Sources,2018
N,60,1,1,0,0,Reg,SP,60,5.277,350,700,Sources,2015
B,1440,0,0,1,1,ML,Persistence,60,39.7,365,2556,Sources,2018
A,180,1,1,0,0,TS,Persistence,60,55.5147058823529,365,366,Sources,2015
C,150,1,0,1,0,ML,SP,15,33.11,365,853,PV,2021
B,60,1,1,0,1,Reg,SP,60,14.302,350,700,Sources,2015
C,240,1,0,0,0,ImageBased,SP,60,59.4,730,731,PV,2018
A,105,1,1,0,0,ML,SP,15,20.79,274,548,Sources,2020
C,30,1,0,0,0,ImageBased,SP,5,10.9,366,730,Sources,2021
D,1440,1,1,1,0,ML,Persistence,60,38,366,365,PV,2017
C,2880,1,1,1,0,ImageBased,PerClim,15,31.4,365,0,PV,2021
B,1440,1,0,0,0,ML,Persistence,60,13.1058216231718,31,365,Sources,2021
A,1,1,0,0,1,Reg,Persistence,1,5,13,92,Sources,2018
C,2880,1,0,0,1,TS,Persistence,60,10,184,181,PV,2018
A,1800,1,0,0,0,ML,SP,30,30.29,335,30,PV,2016
C,300,1,1,0,0,ML,Persistence,60,68.9041988641654,877,3506,Sources,2018
A,300,1,1,0,0,TS,Persistence,60,62.0364415862808,365,366,Sources,2015
D,40,1,1,0,0,ML,SP,10,13.85,731,1096,Sources,2020
C,1680,1,0,0,0,TS,Persistence,60,30.5,365,0,PV,2017
C,60,1,0,0,0,ML,SP,10,6.55021834061136,365,365,Sources,2021
C,120,1,1,0,0,Reg,SP,60,4.634,350,700,Sources,2015
C,180,1,1,0,0,TS,Persistence,60,54.1019311746769,365,366,Sources,2015
C,180,1,0,0,0,TS,Persistence,60,33.6284889316651,73,292,Sources,2019
C,240,1,0,1,0,TS,SP,60,53,77,237,PV,2017
B,60,1,1,0,0,ML,SP,60,19.1730635031403,730,2922,Sources,2021
E,1440,1,0,0,0,ML,Persistence,360,14.3,183,365,Sources,2017
B,180,1,1,0,1,Reg,SP,60,16.066,350,700,Sources,2015
N,45,1,1,0,0,ML,Persistence,15,21.1757823925124,146,585,Sources,2018
C,60,1,1,0,1,ML,SP,60,27.2843185221427,246,1460,Sources,2021
E,60,1,1,0,0,ML,Persistence,60,13,365,183,Sources,2019
C,2880,1,0,0,1,Ens,Persistence,60,15,184,181,PV,2018
C,15,1,0,0,0,ImageBased,SP,1,9.39,20,170,PV,2019
N,1440,1,0,0,0,ML,Persistence,360,24,183,365,Sources,2017
C,240,1,0,0,0,TS,Persistence,60,44.0675188462799,73,292,Sources,2019
B,180,1,1,0,1,Reg,SP,60,14.258,350,700,Sources,2015
C,60,1,1,0,0,Reg,SP,60,2.078,350,700,Sources,2015
C,90,1,1,0,0,ImageBased,SP,30,21.88,99,297,Sources,2013
C,120,1,0,0,0,ML,Persistence,60,13.4678554669169,219,876,Sources,2018
A,60,1,0,0,1,TS,Persistence,60,3.33,365,365,Sources,2016
C,2880,1,1,1,0,ImageBased,Persistence,15,36.9,365,0,PV,2021
C,15,1,0,0,0,ML,Persistence,15,-14.9,183,365,Sources,2017
N,120,1,1,0,1,Reg,SP,60,27.028,350,700,Sources,2015
D,20,1,1,0,0,ML,SP,10,11.85,731,1096,Sources,2022
B,1440,1,0,0,0,ML,Persistence,360,35.1,183,365,Sources,2017
A,180,1,1,0,0,ML,Persistence,60,55.6460084033613,365,366,Sources,2015
B,60,1,1,0,0,Hybrid,Persistence,60,58.09,366,1461,Sources,2021
C,2880,1,0,0,1,Ens,Persistence,60,15,184,181,PV,2018
B,1440,1,0,0,0,ML,Persistence,60,47.1678443183135,365,365,Sources,2021
A,60,1,0,0,0,ML,Persistence,60,31.1,183,365,Sources,2017
C,120,1,0,0,0,ML,Persistence,60,30.0436822520628,219,876,Sources,2018
B,180,1,0,0,0,ML,Persistence,60,-64.7272727272727,1338.33333333333,1338.33333333333,Sources,2019
C,180,1,0,0,0,ML,Persistence,60,40.3079884504331,73,292,Sources,2019
B,60,1,1,0,1,Reg,SP,60,12.485,350,700,Sources,2015
A,240,1,1,0,0,ML,Persistence,60,60.3562457182005,365,366,Sources,2015
C,120,1,1,0,1,Reg,SP,60,12.22,350,700,Sources,2015
D,15,1,0,0,0,ML,Persistence,1,72.1175030599755,365,292,Sources,2022
E,60,1,1,0,0,Ens,Persistence,60,14,365,183,Sources,2019
C,2880,1,0,1,1,TS,Persistence,60,18.1,365,365,PV,2019
C,1440,1,1,0,0,ML,Persistence,60,44.23,365,2192,Sources,2019
C,15,1,0,0,0,ML,Persistence,15,-34.8,183,365,Sources,2017
D,10,1,1,0,0,ML,SP,10,3.42,731,1096,Sources,2022
C,1440,0,0,1,0,ImageBased,Persistence,60,46,304,0,PV,2011
C,360,1,1,1,0,Ens,SP,15,16.51,730,730,Sources,2020
A,120,1,0,1,0,ML,SP,60,10.7,365,366,Sources,2016
N,60,1,1,0,1,Reg,SP,60,10.443,350,700,Sources,2015
C,60,1,1,0,0,Ens_Hyb,SP,60,17.4969123095924,730,2922,Sources,2021
C,1440,0,1,0,0,ML,Persistence,60,50.66,365,3653,Sources,2019
D,240,0,1,0,0,ImageBased,SP,15,8.7,123,0,Sources,2020
C,1440,1,0,0,0,TS,Persistence,60,19,365,0,PV,2018
C,180,0,0,0,0,ImageBased,SP,60,19.6,365,1675,Sources,2018
A,60,1,1,0,0,Ens,Persistence,60,19,365,183,Sources,2019
C,60,1,1,0,0,ML,SP,60,10.03,365,4383,Sources,2021
C,120,1,1,0,1,Reg,SP,60,2.267,350,700,Sources,2015
C,15,1,1,0,0,Ens,SP,15,14.98,274,548,Sources,2020
B,300,0,1,0,0,ML,SP,60,30.26,91,274,Sources,2016
C,60,1,1,0,0,Ens_Hyb,SP,60,31.4859053989489,730,2922,Sources,2021
D,60,1,1,0,0,Reg,SP,60,25.4,27,64,Sources,2018
B,120,1,1,0,0,ML,SP,60,1.703,350,700,Sources,2015
C,2880,1,0,0,1,TS,Persistence,60,16,184,181,PV,2018
B,120,1,1,0,0,ImageBased,SP,15,11.32,110,80,Sources,2014
D,30,1,0,0,1,TS,SP,30,11.2,365,365,Sources,2018
C,2880,1,0,1,1,TS,Persistence,60,18.1,365,365,PV,2019
N,90,1,1,0,0,ML,Persistence,15,41.0133652503491,146,585,Sources,2018
D,60,1,1,0,0,ML,SP,60,-11.9,28,64,Sources,2018
C,120,1,0,1,1,Ens_Hyb,SP,60,39,77,237,PV,2017
B,1440,1,0,1,0,ML,SP,60,42,700,0,Sources,2019
D,60,1,1,0,0,Reg,SP,60,26.6,27,63,Sources,2018
C,120,1,1,0,1,Reg,SP,60,13.218,350,700,Sources,2015
D,60,1,1,0,0,Reg,SP,60,14.745,110,256,Sources,2018
C,120,1,1,0,0,Reg,SP,60,2.441,350,700,Sources,2015
D,60,1,1,0,0,Ens,Persistence,60,11,365,183,Sources,2019
C,240,0,0,0,0,ImageBased,SP,60,14.3,365,1675,Sources,2018
D,60,1,0,0,0,ML,Persistence,60,17.81,31,730,Sources,2019
A,300,1,0,1,0,ML,SP,60,25.8,365,366,Sources,2016
B,1440,1,0,1,0,NWP,Persistence,60,35.94,731,0,Sources,2019
C,1440,1,0,0,0,ImageBased,Persistence,60,21,365,0,PV,2018
C,360,1,1,1,0,Ens,SP,15,16.19,730,730,Sources,2020
B,180,1,0,0,0,ImageBased,SP,60,50.8,730,731,PV,2018
C,120,1,1,0,0,TS,SP,60,90.3,365,365,Sources,2022
B,60,1,1,0,1,Reg,SP,60,9.611,350,700,Sources,2015
D,1440,1,1,1,0,ML,Persistence,60,40,365,366,PV,2017
C,120,1,0,0,0,ML,Persistence,60,17.5759204514915,73,292,Sources,2019
C,15,1,0,0,0,ML,Persistence,15,-86.5,183,365,Sources,2017
C,2880,1,0,1,1,TS,Persistence,60,18.1,365,365,PV,2019
C,1,1,0,0,0,ImageBased,Persistence,1,9.34182590233545,18,72,PV,2018
C,30,1,0,0,0,ImageBased,SP,5,7.2,366,730,Sources,2021
C,2880,1,1,1,0,ImageBased,PerClim,15,29.9,365,0,PV,2021
N,180,1,1,0,1,Reg,SP,60,20.827,350,700,Sources,2015
N,180,1,1,0,1,Reg,SP,60,39.196,350,700,Sources,2015
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,29,184,181,PV,2018
N,120,1,1,0,0,Reg,SP,60,8.682,350,700,Sources,2015
D,60,1,0,0,0,ImageBased,Persistence,60,-73.6,183,365,Sources,2017
C,120,1,1,0,0,Reg,SP,60,2.95,350,700,Sources,2015
C,120,1,1,0,1,Reg,SP,60,4.726,350,700,Sources,2015
C,2880,1,0,1,1,TS,Persistence,60,18.7,365,365,PV,2019
A,120,1,1,0,0,ML,SP,15,23.75,30,178.12,PV,2019
C,2880,1,0,1,1,TS,Persistence,60,4.5,365,365,PV,2019
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,37,184,181,PV,2018
